대리상선수금,대리상 채권,회수1,회수2,회수3,회수4,,,,
404186608.9,672991268.1,-330047278.2,-189799328,-107201117.7,-9999.999995,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
